medcode,readterm,cci_1mi,cci_1ccf,cci_1pad,cci_1stroke,cci_1dement,cci_1resp,cci_1ctd,cci_1peptic,cci_1liver,cci_2hemi,cci_2renal,cci_2diabcomp,cci_2cancer,cci_2leuk,cci_2lymph,cci_3liver,cci_6mets,cci_6hiv
109840,Goodpasture's disease,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
102088,Delivery of rehabilitation for rheumatoid arthritis,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
105507,Rheumatoid arthritis annual review,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
352,Duodenal ulcer - (DU),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
657,Unspecified duodenal ulcer with perforation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
670,Peptic ulcer - (PU) site unspecified,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1262,Gastric ulcer - (GU),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1295,Stomal ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2489,Ulcer of oesophagus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2812,H/O: peptic ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2814,Unspecified duodenal ulcer with haemorrhage,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2877,Gastric erosions,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3101,Pyloric ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3462,Duodenal erosion,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4316,Marginal ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4643,Peptic ulcer symptoms,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4741,Closure of perforated duodenal ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5283,Ulcerative oesophagitis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5521,Acute peptic ulcer with perforation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5596,Barrett's ulcer of oesophagus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5928,Operations on duodenal ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6321,H/O: duodenal ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6333,Prepyloric ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6865,Stomach ulcer operations,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7108,H/O: gastric ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9853,Chronic duodenal ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9981,Jejunal ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10060,Oesophageal erosions,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11104,Perforated chronic gastric ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11124,Bleeding acute gastric ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14671,Acute gastric ulcer with perforation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15175,Duodenal ulcer NOS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15403,Gastrojejunal ulcer NOS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15821,Stress ulcer NOS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15979,Unspecified gastrojejunal ulcer with perforation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18001,Acute duodenal ulcer with haemorrhage,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18027,Acute duodenal ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18319,Healed gastric ulcer leaving a scar,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18324,Acute duodenal ulcer with perforation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18625,Bleeding chronic duodenal ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18654,Chronic gastric ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19928,Peptic ulcer NOS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20677,Closure of perforated gastric ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22918,Duodenal ulcer disease,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23082,Gastrojejunal ulcer (GJU),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23087,Perforated chronic duodenal ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23487,Anastomotic ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23688,Operations on gastric ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24021,Peptic ulcer of oesophagus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24040,Acute gastric ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24342,Acute gastric ulcer unspecified,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26261,[V]Personal history of peptic ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28366,Unspec duodenal ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29317,Recurrent duodenal ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29771,Gastric ulcer NOS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30054,Acute gastric ulcer with haemorrhage,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32856,Acute peptic ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33438,Chronic duodenal ulcer without mention of complication,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33914,Operation on gastric ulcer NOS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36461,Unspecified gastric ulcer with perforation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36583,Bleeding chronic gastric ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37268,Suture of duodenal ulcer not elsewhere classified,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37620,Chronic peptic ulcer with perforation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37643,Chronic duodenal ulcer with perforation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40489,[V]Personal history of duodenal ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40997,Chronic peptic ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41271,[V] Personal history of gastric ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42150,Ulcer of oesophagus NOS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42274,Acute gastrojejunal ulcer NOS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
44073,Chronic duodenal ulcer with obstruction,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
44284,Unspecified gastric ulcer NOS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
44309,Chronic gastric ulcer NOS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
44324,Acute gastric ulcer NOS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
44335,Acute duodenal ulcer without mention of complication,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
44637,Acute peptic ulcer with haemorrhage,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45184,Acute gastrojejunal ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45304,Acute peptic ulcer with haemorrhage and perforation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45981,Endoscopic injection haemostasis of duodenal ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48730,Acute duodenal ulcer with haemorrhage and perforation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48946,Chronic gastric ulcer without mention of complication,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48951,Chronic duodenal ulcer with haemorrhage,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49926,Fungal ulcer of oesophagus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50048,Acute peptic ulcer NOS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50497,Unspecified peptic ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51013,Oesophageal ulcer due to aspirin,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51406,Chronic duodenal ulcer NOS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52138,Chronic duodenal ulcer unspecified,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52313,Chronic peptic ulcer with obstruction,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52323,Multiple gastric ulcers,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53081,Unspecified gastric ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53126,Chronic peptic ulcer with haemorrhage,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53336,Chronic gastric ulcer with perforation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53669,Unspecified duodenal ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53797,Acute duodenal ulcer NOS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53822,Acute duodenal ulcer unspecified,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55350,Oversew of blood vessel of duodenal ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55933,Operation on duodenal ulcer NOS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
56005,Other specified operation on duodenal ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57958,Unspecified gastric ulcer with haemorrhage,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58603,Oesophageal ulcer due to medicines,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60249,Unspecified peptic ulcer NOS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60346,Unspecified gastrojejunal ulcer with haemorrhage,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63001,Anti-platelet induced gastric ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63482,Unspecified gastrojejunal ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63582,Chronic gastric ulcer with haemorrhage,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63718,Endoscopic injection haemostasis of gastric ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64014,Closure of gastric ulcer NEC,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64111,Unspecified peptic ulcer with perforation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64165,Acute gastric ulcer without mention of complication,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64556,Chronic gastric ulcer unspecified,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64710,Resection of gastric ulcer by cautery,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64913,Gastrocolic ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
65737,Unspecified duodenal ulcer NOS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
66092,Unspecified gastrojejunal ulcer NOS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
67082,Unspecified peptic ulcer without mention of complication,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
67356,Chronic gastric ulcer with obstruction,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
67711,Acute peptic ulcer unspecified,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
68661,Acute peptic ulcer without mention of complication,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
69663,Chronic peptic ulcer NOS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70005,Suture of ulcer of stomach NEC,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70390,Chronic peptic ulcer unspecified,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70456,Unspecified peptic ulcer with haemorrhage,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
71150,Unspecified duodenal ulcer without mention of complication,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
71403,Acute gastric ulcer with haemorrhage and perforation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
71881,Chronic duodenal ulcer with haemorrhage and perforation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
71897,Chronic gastric ulcer with haemorrhage and perforation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
71904,Unspecified duodenal ulcer with obstruction,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
73338,Unspecified gastric ulcer without mention of complication,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
73417,Acute duodenal ulcer with obstruction,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
73697,Unspecified gastric ulcer with obstruction,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
85989,Non steroidal anti inflammatory drug induced duodenal ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89023,Non steroidal anti inflammatory drug induced gastric ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89227,Anti-platelet induced gastric ulcer NOS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89234,Anti-platelet induced duodenal ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
92695,Balfour excision of gastric ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
93436,Unspecified duodenal ulcer with haemorrhage and perforation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
94104,Other specified operation on gastric ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
94397,Unspec gastric ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
94752,Oesophageal ulcer due to chemicals,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
96090,Chronic gastrojejunal ulcer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
96622,Unspecified peptic ulcer with haemorrhage and perforation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
96628,Acute gastrojejunal ulcer with haemorrhage,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
99430,Chronic peptic ulcer without mention of complication,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
99670,Unspecified peptic ulcer with obstruction,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
102177,Acute gastrojejunal ulcer with perforation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
106330,Acute gastrojejunal ulcer with haemorrhage and perforation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109546,Acute gastric ulcer with obstruction,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1638,Cirrhosis of liver NOS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1754,Chronic hepatitis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1755,Chronic aggressive hepatitis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3216,Acute alcoholic hepatitis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3450,Diffuse nodular cirrhosis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4743,Alcoholic cirrhosis of liver,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5638,Primary biliary cirrhosis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6015,[X]Other and unspecified cirrhosis of liver,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6863,Cirrhosis and chronic liver disease,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7602,Chronic alcoholic hepatitis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7885,Alcoholic liver damage unspecified,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7943,Alcoholic hepatitis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8206,Pigmentary cirrhosis of liver,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9029,Chronic active hepatitis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9494,Biliary cirrhosis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10234,Non-alcoholic fatty liver,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10539,Chronic liver disease NOS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10691,Alcoholic fatty liver,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15424,Secondary biliary cirrhosis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15489,Chronic hepatitis NOS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16455,Non-alcoholic cirrhosis NOS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16725,Cirrhosis - non alcoholic,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17219,Toxic liver disease with chronic persistent hepatitis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18739,Cryptogenic cirrhosis of liver,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21713,Alcoholic fibrosis and sclerosis of liver,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22766,Toxic liver disease with cholestasis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22841,Macronodular cirrhosis of liver,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23578,Chronic persistent hepatitis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24813,Chronic viral hepatitis B with delta-agent,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25383,Hepatic fibrosis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26367,Chronic viral hepatitis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27438,Cardiac portal cirrhosis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30586,Chronic viral hepatitis C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31897,Liver abscess and sequelae of chronic liver disease,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32277,"Chronic viral hepatitis, unspecified",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33597,Other non-alcoholic chronic liver disease NOS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
34642,Congenital hepatic fibrosis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36107,Toxic liver disease with hepatic necrosis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36727,Toxic liver disease,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39351,Toxic liver disease with chronic active hepatitis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40567,Capsular portal cirrhosis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40963,Portal fibrosis without cirrhosis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41096,Chronic viral hepatitis B without delta-agent,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41104,Toxic liver disease with acute hepatitis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41673,"Toxic liver disease, unspecified",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42843,Other non-alcoholic chronic liver disease,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44120,Toxic liver disease with fibrosis and cirrhosis of liver,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44676,Fatty portal cirrhosis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46723,Atrophy of left lobe of liver,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
47257,Portal cirrhosis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48102,Other sequelae of chronic liver disease,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48928,Infectious cirrhosis NOS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53877,Chronic hepatitis unspecified,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
55454,Portal cirrhosis unspecified,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
58184,Indian childhood cirrhosis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
58630,Biliary cirrhosis NOS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60104,Hepatic sclerosis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
64750,Toxic liver disease with chronic lobular hepatitis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
66534,Chronic lobular hepatitis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
68376,Florid cirrhosis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69204,Multilobular portal cirrhosis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
71453,Hepatic fibrosis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73482,Bacterial portal cirrhosis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
91591,Biliary cirrhosis of children,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
92909,Hypertrophic portal cirrhosis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
96664,Juvenile portal cirrhosis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
99898,Chronic hepatitis annual review - enhanced services admin,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100253,Xanthomatous portal cirrhosis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100474,Laennec's cirrhosis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100592,Hepatic fibrosis with hepatic sclerosis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
102922,Cystic fibrosis related cirrhosis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
103466,Fatty change of liver,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
103706,Fatty liver,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106025,"[X]Toxic liver disease, unspecified",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106642,Chronic viral hepatitis B,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107896,"[X]Chronic viral hepatitis, unspecified",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
108343,[X]Other chronic viral hepatitis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
108800,Liver abscess and chronic liver disease causing sequelae NOS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
108819,Congestive cirrhosis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109540,Zooparasitic portal cirrhosis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3621,O/E - diplegia,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
102734,O/E - paraplegic in extension,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
8282,O/E - quadriplegia,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1749,Hemiplegia,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
46128,Flaccid tetraplegia,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
55371,O/E - paraplegic in flexion,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
8933,Left hemiplegia,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
46175,Flaccid paraplegia,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
16117,Tetraplegia,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
8492,Hemiplegia NOS,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
3293,Right hemiplegia,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
36133,O/E - paraplegia,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
39085,Flaccid hemiplegia,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
40407,O/E - hemiplegic posture,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
22135,O/E - hemiplegia,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
3063,Paraplegia,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
9271,Quadriplegia,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
59494,Massive muscular calcification associated with paraplegia,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
512,Chronic renal failure,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
6712,End stage renal failure,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
8330,End-stage renal disease,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
12479,Chronic kidney disease stage 4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
12566,Chronic kidney disease stage 3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
12585,Chronic kidney disease stage 5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
12720,Chronic renal impairment,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
53852,End stage renal failure,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
89332,predicted stage chronic kidney disease,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
94793,Chronic kidney disease stage 3 with proteinuria,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
